feature_id,MM_1,MM_2,MM_3,MM_4,LA1330_1,LA1330_2,LA1330_3,LA1330_4,PI127826_1,PI127826_2,PI127826_3,PI127826_4,LYC4_1,LYC4_2,LYC4_3,LYC4_4,LA0716_1,LA0716_2,LA0716_3,LA0716_4,LA1028_1,LA1028_2,LA1028_3,LA1028_4,LA1777_1,LA1777_2,LA1777_3,LA1777_4,LA1840_1,LA1840_2,LA1840_3,LA1840_4
rt-6.24_mz-576.3895,77864,77540,36946,47648,34184,17296,27518,9388,454826,368618,415584,339654,70122,265740,42366,180126,97096,34888,28374,61370,7142,49478,3416,24756,246146,424478,185660,257438,14986,17908,9478,8710
rt-6.25_mz-325.11289,19804,20840,10656,12250,10414,5122,8254,2736,90654,83996,84688,66832,18026,57260,12244,44454,56758,17066,15204,19060,2158,13984,1470,6426,50842,78414,44944,55342,4694,4368,2964,3114
rt-6.26_mz-414.33652,28218,31248,14404,19640,12674,6484,11842,3318,22976,18708,20410,15534,28802,98124,19982,8364,39568,41660,31954,24334,2714,19574,1748,10434,10384,152348,70036,11892,6142,6680,4060,3870
rt-6.27_mz-487.1245,0,0,0,0,0,0,0,0,4756,5928,3908,4492,516,1738,630,950,0,0,0,0,0,0,0,0,1442,3098,1116,2668,0,0,0,0
rt-6.29_mz-341.06563,0,0,0,0,0,0,0,0,2578,3394,2258,2418,392,872,322,1234,0,0,0,0,0,0,0,0,798,1494,680,2000,0,0,0,0
rt-6.29_mz-472.34245,744,850,436,510,8002,3246,6454,1746,4816,3448,5096,2454,136,1440,124,746,20296,19290,17482,15678,716,3794,482,2924,606,1224,532,794,1496,1624,552,846
rt-6.31_mz-387.00049,2214,2172,2034,2050,1350,1360,1286,682,430,336,280,406,1036,854,1070,888,230,484,448,212,316,1140,304,538,544,370,556,632,358,326,168,338
rt-6.32_mz-365.01852,18540,24054,11552,15496,11528,5854,8116,3670,12028,11852,9570,9112,5810,10540,4806,4870,1172,2290,2214,920,1418,3678,1258,2366,12624,11788,9394,8050,2076,1402,826,1228
rt-6.39_mz-1078.54391,47854,58566,31560,42112,37902,26392,35532,13562,116278,110826,111784,105646,24302,79718,19124,67928,31068,15820,9726,18320,16146,60704,9396,38410,69358,96538,59832,76782,33760,34930,24158,21668
rt-6.39_mz-163.06017,66422,71342,48682,57080,66720,40948,61602,24972,120524,118004,119076,110966,36190,82548,25514,68346,28396,34970,31720,19006,24242,75908,15898,51480,90154,114492,77810,99224,43098,49252,32180,30794
rt-6.39_mz-416.35205,190794,207736,133880,167532,150232,91198,136078,61462,322976,305986,319750,304832,104558,240334,77092,192974,74274,60622,52384,54296,70660,192920,40644,142542,262302,310398,225112,269996,134128,134730,98382,87632
rt-6.41_mz-1034.55147,16770,18092,8786,11344,10818,4778,9116,3120,111626,81146,87298,65824,6734,26258,3684,17832,8474,5894,4480,5678,4920,19516,2122,9256,33796,73694,28474,39104,10366,9892,6992,4958
rt-6.41_mz-217.07081,1236,1410,1038,1524,1602,1532,1232,830,2112,2226,2280,1890,804,2192,568,1250,1214,840,648,702,666,1848,538,1428,2096,2218,1802,2502,844,1228,672,688
rt-6.41_mz-223.06014,4246,4860,2876,4608,4856,3842,4978,1890,6760,7234,7390,7770,3146,5884,1752,5762,2856,2608,2594,2100,1912,4766,934,3994,6444,7714,5636,5598,3474,4362,2618,1996
rt-6.41_mz-259.08124,19230,22140,16982,19808,22204,13248,23102,9076,36202,37364,37908,34604,12966,28220,10556,22476,16346,11938,10064,8902,9528,25874,5570,17116,29396,34622,29802,31208,15822,17094,12090,11936
rt-6.41_mz-289.09181,3510,3794,2832,3386,4348,2584,3632,1522,5294,5600,5820,5344,2448,4532,1682,3552,3002,2522,2082,1928,1756,4632,862,2906,4482,5398,4360,4742,3370,2586,2132,2392
rt-6.41_mz-358.17212,5382,6610,5168,6328,6712,4084,5536,3634,4296,5616,6022,6440,7038,8274,4646,7664,6412,6754,4200,4740,4564,6874,3292,5832,5858,4568,4412,3366,7170,7354,6982,4522
rt-6.41_mz-457.15509,61592,59208,39570,49790,56692,39118,56660,23216,132056,116828,122928,99456,28444,72144,23788,52364,37024,26684,21616,24554,19940,55128,12064,40998,71204,99768,61046,82306,35180,40726,28146,26190
rt-6.41_mz-536.75928,5634,5942,5318,5720,5006,4896,4364,2750,4460,4172,5192,5364,4940,6252,3134,5924,5062,4192,3390,4206,3960,6460,1912,4874,4954,5540,6228,5912,4562,5382,5032,4140
rt-6.41_mz-619.20808,4032,3258,2436,2916,3910,2368,4380,1398,8760,5700,7780,6246,1578,4400,1588,3242,2310,1722,1874,1540,1276,3804,842,2702,5408,7094,4072,5066,2710,2618,1752,1592
rt-6.41_mz-740.45765,2562,2278,1508,2138,1970,1094,1786,660,9368,4922,7802,4568,1172,3682,1172,2232,1466,1166,1030,936,698,2396,444,1866,3576,4596,3186,3502,1442,1644,1156,926
rt-6.42_mz-353.51362,1172,1110,1012,1122,1344,1004,1156,712,1018,1572,1556,1452,1166,1352,1042,1446,806,970,792,580,946,1774,564,1004,1600,1702,1862,1446,1244,1450,1182,1176
rt-6.43_mz-247.08162,774,678,374,642,632,498,776,388,1016,1392,1096,924,486,792,316,606,350,440,392,444,214,754,150,590,710,1018,484,836,514,582,400,514
rt-6.44_mz-474.35762,15734,18878,9380,12740,187336,110842,173466,70006,51882,40872,50598,30408,1760,21382,1264,12740,26658,50484,43692,18220,39376,142640,26614,90078,3496,8262,3642,4434,65748,70404,39088,42408
rt-6.44_mz-555.29725,12842,14916,7878,9020,98514,77136,94930,53508,31684,31400,29196,19922,1504,13162,1850,11368,22010,34226,34906,16390,32906,79858,23414,58412,2602,6050,1594,3406,41116,43884,28992,29608
rt-6.44_mz-557.77486,19456,22154,14406,15574,155310,111524,146082,88350,32340,23372,38500,29508,2492,23740,2204,16706,21464,39316,33636,18618,62748,136090,39222,95966,3896,7502,4010,5106,83258,87672,47522,57922
rt-6.44_mz-636.41052,29050,34256,19006,22806,415366,249382,383684,142086,99280,73928,105622,65004,3208,40330,3018,28606,36276,66132,63476,23712,88316,303820,49950,180658,7978,15722,5620,11400,133048,145710,80280,85736
rt-6.45_mz-163.11157,770,1298,1206,766,618,388,578,472,1408,1088,1054,1006,244,174,254,104,850,1360,1054,922,162,668,152,838,1018,1192,1374,984,316,160,252,204
rt-6.45_mz-243.12381,6592,8508,8146,8494,4890,3138,3706,3140,4340,5284,3314,3700,844,1188,938,1066,7108,8042,9940,5452,1376,6546,1304,6774,9590,7952,8240,9070,1678,1272,1122,890
rt-6.47_mz-267.1204,2326,2450,3278,2416,678,1020,832,1148,1220,682,988,626,536,790,892,638,1684,1872,2294,1782,642,1078,482,2406,2460,1830,2658,2366,798,420,222,436
rt-6.4_mz-109.02823,1572,1400,1098,820,1594,858,1146,586,7272,3168,3722,3158,1024,2180,672,1798,5256,3108,4504,3800,424,1858,530,1228,2856,3458,1866,2806,1012,1100,616,674
rt-6.4_mz-133.0495,26102,30106,20240,22368,23410,17322,25756,12172,54908,51098,55202,50834,15186,37870,9142,28540,13614,13046,10718,8008,10600,32274,5376,22336,40400,54876,34564,45876,20520,20804,12972,13604
rt-6.4_mz-271.08132,586,870,476,952,978,610,870,454,1172,894,902,1080,626,772,328,730,694,424,330,338,256,776,124,482,1054,822,1004,1182,730,648,468,600
rt-6.4_mz-295.10237,219454,223052,147652,176872,207978,141880,192362,92512,340608,327542,331860,307162,115362,241526,86902,199914,110306,88960,86488,75332,82042,204960,55258,154258,249516,299034,210064,261272,138592,150886,113876,107194
rt-6.4_mz-295.58948,708,628,436,594,608,420,590,244,1130,1056,1190,952,358,736,268,672,306,312,200,196,232,568,112,476,800,938,612,754,438,432,334,274
rt-6.4_mz-325.11292,110718,117916,78006,90332,110450,72822,105466,45400,172758,165392,170450,155448,62276,129586,47188,107214,56730,65094,48868,50522,46390,106956,28830,86712,132372,143348,117902,136596,78558,80278,61198,51426
rt-6.4_mz-487.16566,5434,5930,4026,5168,6114,3910,5052,2318,10502,10152,10188,8640,3322,6828,2048,5588,3510,3088,2570,2410,2322,5916,1278,3694,6634,7428,5680,7334,3420,4210,2922,3212
rt-6.4_mz-526.2942,101144,96484,70212,78288,69336,62428,63468,38978,97706,124176,81256,89192,59298,88226,44952,80044,71090,47460,43660,55750,41208,87276,24598,74508,95532,89606,86778,93934,61792,71830,51624,50676
rt-6.4_mz-528.77201,147216,142582,125692,145204,127776,98782,126726,78088,107722,103770,111946,122616,108094,142942,89398,144252,91020,69454,59040,68240,87212,143878,58760,133666,129422,130222,134600,131986,123210,138430,115608,99460
rt-6.4_mz-540.30989,9842,11568,9432,8622,9122,7394,8816,5232,8640,9274,9080,10880,7352,12350,5374,11406,6284,9218,6924,6052,4348,10998,3320,9226,11400,9516,10468,11020,7686,8674,5988,6680
rt-6.4_mz-578.40507,518616,554860,329866,433034,413392,243966,350570,152656,777214,771504,777932,764516,272532,669626,194228,545914,209672,164712,130316,135328,172812,538976,110862,349316,713674,767256,613174,747368,331922,377966,250440,227232
rt-6.4_mz-85.02832,39246,46108,21960,32750,28960,13158,31816,6754,135988,94740,102740,86734,12108,66006,6374,38030,13578,19622,8746,8890,5532,45242,1546,33802,62870,108978,46478,65936,21832,24690,11032,8954
rt-6.62_mz-457.20679,650,1528,452,1888,6304,3328,4110,2948,17748,16596,15502,12920,5072,23092,4324,12934,688,350,592,454,2362,6378,1468,4696,8114,6696,5668,6066,676,922,468,704
rt-6.64_mz-360.23921,284,1608,334,1336,790,518,878,408,564,380,378,338,628,250,394,170,2196,3324,3462,1230,572,392,542,320,504,512,392,516,762,538,394,196
rt-6.66_mz-213.12735,0,0,0,0,0,0,0,0,296,192,116,92,0,0,0,0,0,0,0,0,0,0,0,0,2732,948,2336,1204,0,0,0,0
rt-6.71_mz-453.21289,0,0,0,0,0,0,0,0,4734,3844,4160,2580,0,0,0,0,0,0,0,0,0,0,0,0,2562,1876,1706,1228,0,0,0,0
rt-6.78_mz-317.15936,5974,870,5118,778,346,4496,262,4734,1294,1062,1008,1104,1600,2162,1812,1118,83772,50744,59600,77822,318,2792,86,2608,696,774,620,1200,316,1606,212,1330
rt-6.82_mz-797.19685,0,0,0,0,0,0,0,0,4610,4132,3624,2860,0,0,0,0,0,0,0,0,0,0,0,0,712,800,602,482,0,0,0,0
rt-6.87_mz-355.08107,0,0,0,0,0,0,0,0,1134,1640,1070,1154,0,0,0,0,0,0,0,0,0,0,0,0,632,1114,770,1354,0,0,0,0
rt-6.91_mz-502.81521,5850,6828,2726,3678,4844,4418,4946,2128,5796,6820,5496,4722,5386,3400,3746,1644,4720,4158,4044,2812,5948,4402,3150,2164,4128,5236,2584,3662,4260,5930,2058,3412
rt-6.91_mz-511.32844,7994,6922,3406,4120,4342,5256,4218,2540,5522,7408,6230,4156,6132,3582,3362,1810,4728,3590,2932,2402,4396,4374,2920,2468,3168,4922,2022,2778,5350,4942,2084,2648
rt-6.9_mz-177.1638,2452,402,2226,434,508,242,498,308,1106,1468,1166,1108,3316,6816,2938,3858,1426,1072,1494,1002,424,172,418,388,1616,1924,1108,1070,700,688,406,646
rt-7.02_mz-299.18643,350,1040,388,554,15238,4742,8834,3762,1244,1708,1130,1466,262,608,284,528,2726,2994,3882,1480,324,1328,284,1964,12122,19898,10130,18400,386,326,350,526
rt-7.09_mz-651.28739,0,0,0,0,510,178,404,216,2038,1992,1600,1518,668,716,622,542,842,992,494,918,152,226,154,454,806,1946,768,1046,106,152,140,120
rt-7.14_mz-775.28137,0,0,0,0,0,0,0,0,854,1030,946,712,0,0,0,0,0,0,0,0,0,0,0,0,2258,2370,1424,2198,0,0,0,0
rt-7.19_mz-577.36939,14080,11934,4686,8178,11354,8158,9226,4872,18452,16726,15586,12084,12978,5790,6124,3144,9180,7158,4994,4340,9782,12306,4524,7206,7710,11764,6354,6008,8238,10890,3862,5016
rt-7.19_mz-579.84609,4996,6356,2596,4212,3712,4264,3606,2790,4602,4296,4056,3672,4498,3054,2646,1926,3724,3702,3660,2640,4580,3722,2316,1914,3238,6066,2562,3230,4160,4852,2128,2278
rt-7.1_mz-538.32819,5544,5704,2654,3922,5464,3312,4474,2182,4994,4518,5456,3272,6066,3358,3578,1704,4266,4194,3094,1864,5588,4642,3056,2162,3078,6938,2416,2402,4320,4858,2010,2784
rt-7.1_mz-546.84172,8152,10342,4048,6850,7206,6066,5274,3436,8558,8808,9422,5782,8298,4024,4368,2810,5938,4768,4080,3466,6700,6014,4548,3110,5914,7590,4432,5038,5652,6960,2582,4044
rt-7.1_mz-555.35504,9830,11796,4778,6944,8896,6880,7732,3354,8034,8780,7988,6936,11176,4502,5802,2646,4846,5172,4630,3138,7368,5228,4046,3046,5290,8118,2878,5242,7244,7596,3436,3950
rt-7.24_mz-253.07518,6422,10384,4814,6722,2008,1332,1312,982,810,254,296,496,430,258,350,142,204,1158,1152,112,624,346,390,212,498,270,226,148,728,388,404,196
rt-7.28_mz-582.35462,5610,8092,4052,4702,5784,5446,4770,2298,6892,7702,7918,5702,6230,4216,3762,2522,5344,5264,3746,3360,6488,6242,3430,2750,5488,8318,3050,4040,5110,5896,2378,3618
rt-7.28_mz-590.86814,9128,12172,6074,7012,8026,7446,6550,3154,10646,11096,10860,7236,9404,6594,5320,2412,7322,6748,5572,4490,9466,8498,4198,3536,6824,10860,4580,5014,7588,9194,3022,4922
rt-7.28_mz-599.38155,13296,13108,4484,8060,8888,9550,8974,3646,11380,14196,11028,9114,11894,5876,7818,2804,9080,6876,5678,5572,10276,8996,5004,3400,5944,11378,5108,6244,8588,9834,3636,3818
rt-7.28_mz-601.85936,4876,6660,2508,4664,4102,3706,4830,2244,3824,3954,4588,3498,4868,3812,4100,1580,3944,3036,3072,2462,4854,4234,2488,2398,3530,5766,2652,3148,4084,5120,1558,2518
rt-7.29_mz-88.98819,326,258,346,134,1068,544,620,344,5132,5764,3308,3664,804,1734,262,746,672,1002,636,138,476,562,352,344,1918,2500,646,1682,356,246,256,314
rt-7.2_mz-273.17081,3556,3682,2678,3052,21172,6616,14622,4722,912,1064,878,978,284,344,252,502,1192,750,1140,500,1630,1278,1088,1380,814,1418,892,964,770,1008,506,896
rt-7.31_mz-163.06011,1930,2508,1614,1222,5838,3298,4558,2238,8012,8922,8044,8012,2054,5208,1830,3120,2530,2840,2766,1642,3342,4446,2598,2758,2002,1674,1142,1482,3322,2630,1776,1346
rt-7.31_mz-295.10237,5336,6076,3374,4114,12862,7718,11040,4870,22356,27620,20716,20220,5744,12742,4130,7760,7194,6130,4976,4916,6864,10552,5302,6528,2570,3938,1810,1960,8022,6296,3898,3964
rt-7.31_mz-317.19587,3774,3836,2822,2654,9952,8534,9106,4856,17222,18310,17434,14178,5280,11264,3694,6818,3564,5270,4474,3218,5818,8876,3962,4656,936,708,674,194,6440,4664,3944,3634
rt-7.31_mz-466.26451,16218,13752,11138,11432,29416,20624,24352,16402,50774,68934,51342,52452,15390,34364,10650,20102,13854,14966,14082,12350,18476,21668,13986,15426,2150,2106,1760,1648,20602,15690,12246,12298
rt-7.31_mz-510.21935,666,690,380,542,1378,980,1534,588,600,750,824,986,1094,1788,710,1746,672,750,632,284,1604,1318,806,1048,0,0,0,0,1016,712,566,412
rt-7.31_mz-519.24486,526,288,400,322,4454,3434,3416,2588,774,1034,426,550,186,506,256,376,704,3830,4016,758,9266,1180,5364,908,4462,1510,316,2404,5770,3414,2882,2268
rt-7.34_mz-407.22849,918,68,654,194,1238,446,958,230,380,454,474,300,10546,19538,9626,12572,1052,1846,1586,572,804,192,636,270,230,412,168,370,764,382,372,300
rt-7.36_mz-604.36816,5878,6750,3034,4898,5630,5300,4064,2494,8152,5628,6240,5188,5246,3666,4566,2420,5902,4544,4036,3992,5188,5172,3442,2540,4390,6958,2918,4720,5620,5392,2364,3246
rt-7.36_mz-612.88134,9490,10802,4258,6714,7268,6916,6316,3178,10820,10600,10830,7664,9158,5110,4428,2812,8518,6280,5482,4686,7954,7448,3034,3356,5456,10002,4050,5790,7584,7190,2794,3928
rt-7.36_mz-621.39471,13966,17274,6130,9254,10152,8292,7358,5026,14384,15764,13834,10792,13060,6182,6912,4078,8980,8282,6386,5448,9528,7928,4922,2820,6608,10038,4850,5680,9166,8348,3390,5608
rt-7.36_mz-623.87263,3862,5336,2566,4048,4826,2914,3014,2094,4150,5026,4522,2558,4734,2412,3354,2074,5420,4030,2954,2670,5226,4000,2958,2376,2922,4894,2386,3116,4652,4428,2272,1924
rt-7.3_mz-447.22357,7802,9410,5656,6262,25436,15792,20486,11742,34570,42890,33594,35782,10172,26168,8250,17880,9872,12020,12198,8440,16760,19082,10176,11880,1644,4024,876,924,14904,10932,8744,7622
rt-7.3_mz-493.22911,40674,40988,27098,29046,117336,77666,96360,51056,164978,194376,163148,175190,49038,117010,35426,80160,51334,61278,49930,36932,74598,85666,47098,55660,5702,6404,5652,4010,61968,50986,39004,33294
rt-7.3_mz-537.25509,1244,1080,694,904,2418,2396,2662,1468,786,1660,1288,1718,2388,2208,1758,2702,1486,1686,1326,684,2600,3110,1940,1918,0,0,0,0,3614,2878,2052,1574
rt-7.43_mz-634.89469,7900,8850,3940,6496,7150,5024,6852,2712,10114,10774,8822,7070,7702,4930,4960,2786,3974,3022,4090,2532,6204,5226,4024,2880,6182,12096,4056,6114,6792,7764,2298,3822
rt-7.44_mz-643.40794,12002,13780,5118,8016,9914,6898,8278,4124,15894,13906,16000,12438,10308,5848,4710,3724,3900,3314,4152,2418,9626,6984,4866,3572,6882,11478,4278,6696,7162,8932,3480,4712
rt-7.48_mz-241.10812,4050,3130,4016,2480,5970,2494,2360,1722,14288,19690,7032,13712,558,956,468,680,5474,4902,5698,3362,1654,2468,1356,2446,10534,12622,5790,13698,1502,1348,672,732
rt-7.49_mz-971.35436,0,0,0,0,0,0,0,0,682,476,426,110,0,0,0,0,0,0,0,0,0,0,0,0,1008,1378,982,1388,0,0,0,0
rt-7.51_mz-299.18639,830,1392,566,1144,4334,1444,3008,1282,408,578,158,274,182,312,186,246,1046,1090,1164,792,334,816,274,866,596,692,804,1156,172,406,110,534
rt-7.51_mz-432.59848,6056,5832,3692,4388,5488,4220,3650,1458,6314,6850,6270,5080,7042,5216,3712,2116,4020,3894,3268,2864,6020,5926,3102,2298,3580,5760,2216,3678,5138,5284,2144,3132
rt-7.51_mz-438.27402,9602,13722,4852,8116,8604,7180,7796,3894,11874,14728,10524,8226,9864,6568,6652,4052,6728,6522,4532,5880,9314,8428,4360,4402,6656,11026,3940,5990,6918,8032,3628,5512
rt-7.51_mz-443.94962,10482,16890,4622,7216,7862,8184,9480,4232,12118,15636,15558,9714,9730,6254,6238,3176,6802,6602,5764,4594,8394,8076,4790,4458,4500,6854,3688,4266,7052,9972,3084,5874
rt-7.51_mz-445.60135,6770,7868,4552,5544,8124,5804,5146,2822,6850,6962,5592,5320,7106,5568,4890,2906,5250,5028,4010,4080,7894,6232,4184,3500,3428,5684,2784,4078,5726,7718,3300,4326
rt-7.51_mz-451.27689,6780,7058,3822,5310,6376,4642,5276,3094,5508,4948,6290,3838,5638,5252,2876,2866,4178,3970,3692,2710,6642,5470,4270,2292,2438,3640,2306,2852,5530,6414,2798,3680
rt-7.51_mz-648.39456,4718,3942,2958,3590,4730,3676,3850,1552,5808,4900,5132,5030,5122,2922,2464,1802,3572,4006,2762,3260,4106,3814,1528,1834,3300,6800,2612,3350,3910,5060,2014,2564
rt-7.51_mz-665.42126,8898,15056,4948,6926,6946,7274,7304,3044,15062,12184,12472,7308,8948,5646,5750,3248,6968,7136,5550,4400,8116,6996,3584,3316,6594,11716,3940,6004,7168,8042,2410,5104
rt-7.58_mz-447.274,8216,9598,4584,6974,6332,7326,6982,3262,11246,9552,8100,7138,9616,5272,5916,3688,7290,7380,5480,3884,8522,7944,4826,2882,6268,10842,4782,5882,7320,8092,2892,4268
rt-7.58_mz-452.94955,17202,18774,7082,12098,11866,8672,11464,5302,20936,18026,16176,13418,15626,9168,6858,5810,9868,10330,8550,6186,13512,12790,6492,5028,9930,17140,6702,10986,10078,12920,4656,7086
rt-7.58_mz-458.62515,18152,23498,7138,12482,12352,10780,9374,5980,20648,21678,21196,13552,17774,10050,8870,4986,7884,8132,6370,3524,11892,9856,5994,4450,8280,16588,5826,9022,11200,12728,4848,7372
rt-7.58_mz-460.27689,8616,8932,5684,7274,8580,7510,6806,4304,9786,8232,8738,8490,9530,6282,6156,3034,5298,6050,3914,2922,9046,7600,4202,3634,6386,9588,3892,5680,8326,8058,4070,4500
rt-7.58_mz-464.30075,10712,18070,5854,8194,7744,9078,8556,4442,11212,11820,14450,9932,11538,6392,7078,2886,3142,5392,4422,1246,8262,6140,4416,3074,4112,7728,3830,5102,6040,8030,3754,5132
rt-7.58_mz-678.92093,7052,6542,3414,4196,4570,3790,4314,2192,10052,8200,8910,6010,6288,4548,3932,1706,5074,4582,3508,3150,5678,4512,2374,1644,4158,8270,3296,4248,3676,5310,1660,2970
rt-7.58_mz-687.43433,11696,11880,4520,5482,6196,5860,5418,3042,12790,12618,13932,10808,7894,5994,5680,3224,5638,5894,4940,4138,6684,6112,3574,3128,5642,11566,4140,5374,5828,7576,2904,3770
rt-7.61_mz-429.19051,0,0,0,0,0,0,0,0,4756,3916,3564,3556,0,0,0,0,0,0,0,0,0,0,0,0,374,384,526,424,0,0,0,0
rt-7.61_mz-505.20459,0,0,0,0,0,0,0,0,4396,3736,3864,3218,0,0,0,0,0,0,0,0,0,0,0,0,474,248,310,556,0,0,0,0
rt-7.64_mz-474.95229,9528,9672,5346,6932,10464,6410,8766,3824,9604,11360,8662,6054,12338,7790,6734,4462,3062,3886,2268,1060,11130,9330,4712,4394,7636,11848,4600,6470,7204,10624,3110,5404
rt-7.65_mz-461.94957,13188,11568,5618,8332,11188,10932,9710,6508,14534,16100,12758,14354,15084,9354,8200,4522,8438,9980,6294,4334,9902,10722,6034,3840,8484,15884,5468,8872,8724,13116,5036,5988
rt-7.65_mz-467.62502,19518,27560,10318,14080,16476,13110,12158,6818,23920,24348,24160,19484,18070,13892,13176,7480,6866,11010,6738,3186,18446,15436,9180,6676,12718,25060,7206,12482,11706,16966,5472,7838
rt-7.65_mz-473.30059,20240,28704,9380,16526,14366,15756,13672,8894,24084,27838,24474,18454,19392,10596,13014,6978,5722,7606,4926,2452,16486,13860,8060,5944,13054,20232,7170,10500,12714,15778,6500,7382
rt-7.65_mz-700.93424,6424,5920,2596,3602,3782,3356,3376,1584,6726,8332,7180,4828,5986,2918,3518,1848,3596,3456,2844,1870,3910,3906,2688,1674,3484,8610,2394,3326,2600,3480,1544,2706
rt-7.65_mz-709.44736,8858,10450,4580,5770,7132,5020,4408,3222,11248,12706,12384,7092,7554,4496,5426,2690,5110,5512,3916,2132,6730,6506,2486,1842,5776,11082,3674,4558,4702,6184,2514,3278
rt-7.6_mz-301.20194,184,450,100,274,3182,1108,2486,1086,638,502,534,316,284,310,242,244,274,316,436,302,186,504,152,456,1228,1564,1048,1542,190,262,240,240
rt-7.71_mz-476.62496,14770,17520,8120,11420,16240,10634,13038,4582,22430,18242,20492,13498,15706,11864,11590,6340,14052,12526,9018,9722,16244,13048,8936,5908,11948,20938,7320,12638,12732,17216,5700,6996
rt-7.71_mz-482.30051,26604,30040,11958,15726,16874,14592,16194,6700,29656,30088,28348,22518,22334,14586,14060,6056,16578,15324,12272,10546,19164,17128,7948,7418,14392,26734,9592,13140,16426,17916,7318,9478
rt-7.71_mz-487.97618,25322,34972,13424,18266,17760,15970,13878,9638,27330,32374,31744,20234,23496,13306,11220,7356,12942,14878,10780,9746,18606,15324,9112,7024,12734,22842,7924,14178,15332,18318,6294,9222
rt-7.71_mz-489.62776,9852,11560,6550,6880,10172,8572,8846,3792,9754,12646,10218,8632,11152,7340,5474,4024,9220,8020,6284,4776,9350,10242,4920,3440,5470,9762,3860,7452,8748,11536,3908,5066
rt-7.71_mz-493.65161,21006,33378,9232,16582,14574,11786,14188,6984,20518,20460,23700,15074,18020,9646,9326,6194,8696,11986,8118,5002,16146,15564,7568,5646,7316,16410,6640,9770,9592,13710,7614,7062
rt-7.71_mz-495.30331,16592,17912,7688,10886,11962,11348,9358,6802,12312,14724,12740,11400,14008,9742,9356,5256,7532,10160,7094,4422,13742,11390,8338,5656,6264,11772,5778,7960,10746,12088,5864,8142
rt-7.71_mz-714.43405,2682,3528,1598,2008,2526,1802,1748,1196,4156,3458,3508,3140,2872,2596,1620,702,2322,2512,1988,1240,2398,2376,978,1342,2104,3700,1868,2058,2534,2360,950,1352
rt-7.71_mz-731.46059,6206,10146,3432,4340,5464,4776,4768,2080,9408,11392,9904,6584,6416,4540,3724,1924,4874,4060,3004,3150,5346,4948,2588,2030,4564,10932,2808,4324,3674,4614,1792,3210
rt-7.73_mz-229.10705,2102,164,2050,300,122,2564,188,2032,626,806,452,674,4520,7392,4942,3476,77756,41856,52776,74820,252,1656,300,2052,3186,6876,3296,6386,134,808,166,564
rt-7.76_mz-587.24963,0,0,0,0,0,0,0,0,77588,62234,53378,50276,0,0,0,0,0,0,0,0,0,0,0,0,1292,1154,750,1044,0,0,0,0
rt-7.76_mz-749.23348,0,0,0,0,0,0,0,0,1344,1562,1642,1648,0,0,0,0,0,0,0,0,0,0,0,0,1570,1176,1468,1158,0,0,0,0
rt-7.77_mz-502.65165,22226,31714,13756,18342,17084,16838,15230,8678,28110,31852,31334,18204,22068,13770,11850,7492,16478,14304,11558,9930,16010,14466,10178,8130,13870,21676,9336,13298,14464,18216,6316,9008
rt-7.77_mz-504.30334,10314,10186,5480,6144,8378,5862,5742,2980,9534,9964,8544,7382,10198,6630,6074,3090,8732,8026,5668,5184,10060,8358,4038,4884,7104,9750,6500,7616,9376,10552,4442,4636
rt-7.77_mz-508.32725,24772,34078,10010,19764,15018,14032,12368,8322,19660,23828,26432,14724,18450,13570,10570,7450,9802,11722,7444,4970,16294,14582,7452,6228,8350,13900,7002,8808,11470,17814,5162,8850
rt-7.78_mz-496.97605,22034,27442,13036,18134,19008,15466,17020,9836,29014,28706,29730,21700,24186,12738,14514,6876,19922,19448,14016,11402,20404,15474,9488,8386,15350,22052,11072,14646,15356,20962,7570,8462
rt-7.78_mz-509.9788,16858,19836,9416,12466,13456,10574,10870,6864,10806,11626,14738,9790,15202,10434,9758,5546,7980,11942,7980,5792,15150,13436,7006,7576,8764,12016,6010,7842,12948,14220,7090,8872
rt-7.83_mz-517.32722,23482,32914,11276,21728,15588,14802,13956,7184,29184,33904,32488,23722,24350,13530,11518,6472,17324,15174,12090,9744,17880,17636,8542,6494,15028,23634,10438,14238,16158,17264,6430,9078
rt-7.83_mz-523.00274,24706,35362,9120,25390,17070,15526,12366,7760,23122,30082,29470,17832,19092,12214,10744,5894,16044,12226,10166,9624,15624,14346,7882,8042,11366,17678,8444,9670,12668,14326,7428,11026
rt-7.84_mz-505.97597,18936,22392,7296,12182,17094,14168,12510,7410,22926,23102,22452,21140,20246,10968,12778,5672,17232,15294,11246,11640,17638,15522,8230,5940,14462,26888,8320,11360,14472,17990,6456,9796
rt-7.84_mz-511.65146,24366,27756,11446,15944,17462,16580,16556,7818,30126,29560,28744,23500,24132,14700,12110,8242,19858,18032,14858,11922,20396,18114,9484,7306,15594,30414,10478,15212,16334,20482,7778,12430
rt-7.84_mz-518.97868,9450,11468,5970,5906,8602,6536,6802,3596,9898,10040,11594,11032,9784,5882,7180,3552,8464,7108,6408,6372,9934,8288,4514,3246,6924,12090,5704,5310,6926,10704,3048,5372
rt-7.84_mz-524.6542,17936,18334,8712,13230,12564,12730,10306,6874,14684,14284,14448,13668,16192,9504,10616,5366,13688,11832,9772,9798,14378,14018,7134,6956,7622,15654,5172,7032,11862,14372,4992,9576
