feature_id,MM_1,MM_2,MM_3,MM_4,LA1330_1,LA1330_2,LA1330_3,LA1330_4,PI127826_1,PI127826_2,PI127826_3,PI127826_4,LYC4_1,LYC4_2,LYC4_3,LYC4_4,LA0716_1,LA0716_2,LA0716_3,LA0716_4,LA1028_1,LA1028_2,LA1028_3,LA1028_4,LA1777_1,LA1777_2,LA1777_3,LA1777_4,LA1840_1,LA1840_2,LA1840_3,LA1840_4
rt-10.06_mz-408.22268,56468,12790,52914,12292,6342,92672,3440,80074,54254,43966,37050,37644,95442,112588,92928,61632,307278,306032,293094,310364,3918,153758,3946,157112,28810,28636,26808,30440,11766,71342,5040,70316
rt-10.06_mz-803.3664,21022,4328,17522,4020,1412,29858,490,26784,15352,11386,11850,13354,32706,32422,25728,21608,84892,83108,77444,87470,500,48352,508,39706,4064,4368,5040,4880,3752,21880,870,22158
rt-10.07_mz-943.45458,0,0,0,0,0,0,0,0,416,2678,340,2090,0,0,0,0,0,0,0,0,0,0,0,0,7170,6066,3114,6804,0,0,0,0
rt-10.23_mz-469.33132,0,0,0,0,0,0,0,0,104,130,200,176,0,0,0,0,0,0,0,0,0,0,0,0,4184,5584,1796,3902,0,0,0,0
rt-10.26_mz-303.14377,10652,3206,12780,2616,1624,24348,962,23798,14678,13026,9324,11204,30644,28752,34774,14224,452490,443162,497868,452246,1782,60210,1532,64824,15288,17076,12960,17968,2912,16898,1732,20658
rt-10.26_mz-427.1937,12784,3228,12460,3194,1308,27138,1152,24622,16892,14516,12308,12914,33356,29058,35118,15576,93006,105126,97738,94978,1488,48342,1306,46580,16854,20028,15022,17510,3338,20472,2174,21000
rt-10.47_mz-707.27479,1486,214,1376,126,960,278,776,332,668,592,434,728,4252,5150,4268,4278,544,1552,2000,448,1252,328,962,376,606,854,812,938,2062,464,1276,594
rt-10.49_mz-617.27828,6876,866,6042,670,3758,1432,2506,1104,2862,2622,2704,2372,16486,16594,15460,15504,1222,2650,3090,652,4138,1184,4430,1176,9976,8252,7854,9072,8354,2212,4174,2070
rt-10.49_mz-639.28708,26494,2784,22060,2462,13608,4726,8206,3242,10538,10490,7252,10322,301780,350172,302600,259890,7174,30636,38954,5358,16984,4376,14056,4574,20718,23866,18600,22622,35314,7862,13960,9260
rt-10.55_mz-215.14303,0,0,0,0,0,0,0,0,10278,13504,7004,8556,0,0,0,0,0,0,0,0,0,0,0,0,1244,654,772,732,0,0,0,0
rt-10.55_mz-246.15433,0,0,0,0,0,0,0,0,3212,3246,3856,2894,0,0,0,0,0,0,0,0,0,0,0,0,254,762,274,460,0,0,0,0
rt-10.55_mz-276.6667,0,0,0,0,0,0,0,0,4102,4186,2970,2978,0,0,0,0,0,0,0,0,0,0,0,0,116,246,110,158,0,0,0,0
rt-10.55_mz-451.32031,0,0,0,0,0,0,0,0,21274,21786,13900,17898,0,0,0,0,0,0,0,0,0,0,0,0,164,528,158,414,0,0,0,0
rt-10.56_mz-211.09653,6392,1632,6608,1876,1536,11878,1490,11932,6584,6724,5344,5192,47322,62026,45238,34200,107590,110190,117040,103658,1396,18760,1550,22194,5684,5892,4464,6296,3066,8824,1798,9834
rt-10.59_mz-227.09261,2854,994,3366,1048,844,7204,440,5582,3360,2998,2250,2706,7286,7040,7830,4546,87798,75588,83604,74182,554,12164,376,13506,2054,2140,1830,2466,984,5214,596,5694
rt-10.59_mz-403.19755,5506,1410,6406,1250,838,11946,394,10302,5364,4408,4104,4342,11568,9550,10514,6638,132562,121100,134572,117622,888,20674,806,25722,3202,3116,2948,3204,1646,10790,992,10474
rt-10.59_mz-422.23838,44680,7154,43418,6378,4356,92884,2678,78194,53816,56260,40526,41506,85738,89746,91906,44168,236628,229998,241842,238482,2940,155482,2840,155662,36016,38216,28260,38606,9424,78648,3972,81816
rt-10.5_mz-415.2326,19474,1590,19606,1754,10486,3344,6582,2342,6036,5790,4916,5654,303312,410328,328718,226548,2978,16268,22542,2776,11396,2810,11176,2628,6166,6874,3902,6218,26466,6348,9972,6204
rt-10.5_mz-612.3227,7270,908,6816,1024,4264,1400,2414,1000,3964,3296,2586,2516,32750,33280,35722,33142,1988,8534,12066,2222,3304,1358,3942,1270,3686,3742,2812,3704,8434,2508,4062,2328
rt-10.67_mz-681.3345,0,0,0,0,0,0,0,0,0,0,0,0,1456,1468,884,538,1404,3114,3348,888,0,0,0,0,0,0,0,0,0,0,0,0
rt-10.69_mz-415.23263,6878,1220,5592,974,5528,1206,3950,758,3078,3364,2060,3166,134544,194344,124768,110344,1930,6056,5964,1148,2710,852,2978,1268,2466,2772,2102,3376,8870,1802,4240,1754
rt-10.69_mz-612.32265,5692,1030,5190,1022,4728,1340,2426,890,3900,3778,3320,3136,37088,39068,38692,31042,1116,3212,3326,1046,2404,1060,2134,966,1552,1426,1078,1846,6298,1648,3280,1534
rt-10.6_mz-101.06089,5222,1128,6164,1388,570,12002,388,11424,3786,4460,3572,2278,13042,11678,15968,7282,158708,167880,174950,160952,738,25968,338,30396,3110,2850,2204,3288,1546,9564,684,12464
rt-10.6_mz-147.06622,2738,420,2186,372,94,4070,200,3368,1956,2104,1170,1366,4416,5244,3844,3064,41478,51602,57444,45744,342,9480,224,10046,1580,898,910,1118,632,4256,268,5222
rt-10.6_mz-189.11331,1194,250,1454,278,114,2578,106,2016,832,704,716,884,2224,2636,2146,1956,20952,25192,27400,22558,116,4660,152,6004,622,644,686,580,326,2808,224,2526
rt-10.6_mz-285.13323,15792,3878,15394,3406,2068,30792,1394,27648,11686,13102,10728,11268,29158,27300,30038,16852,203578,201514,224620,190580,3198,52356,3032,56372,10664,9556,8776,9276,5120,25888,2482,27308
rt-10.6_mz-299.1489,72694,16962,70280,17666,9706,124386,6024,112642,69634,70662,58986,54762,131234,122718,136380,76092,790526,794520,780286,783908,7938,216794,7362,233296,50020,51486,40846,53884,23378,100934,10702,99646
rt-10.6_mz-361.15063,6156,1198,6472,1092,318,12466,478,12172,4800,5414,4318,4072,11964,12556,12414,7364,88986,89874,97402,82462,908,23180,738,27260,3142,3686,3510,2888,662,11338,1206,12160
rt-10.6_mz-439.17399,2848,506,2340,608,392,4520,96,4090,2620,2940,1378,1420,3252,3136,3446,2090,6734,7528,6482,7268,316,5558,298,5720,1298,1242,1322,1456,562,4178,244,4176
rt-10.78_mz-387.2013,54286,14600,52714,12842,7568,93808,5790,85488,53672,50078,39560,37706,108646,103530,110944,71616,684938,702246,739534,660406,6638,152698,6460,157254,25864,25738,21692,23664,16024,70296,7700,70488
rt-10.78_mz-57.06948,31406,6332,27758,5990,3992,55502,2746,58938,33098,30446,19256,19910,73118,63546,58122,29926,416032,445210,449046,430060,2396,113912,2774,123522,100982,105258,87314,105576,8814,40776,3894,41916
rt-10.79_mz-227.09255,8416,1752,8034,1448,1072,19234,870,18072,8392,6246,6754,5804,20900,23578,25710,13878,254862,249590,278092,223174,516,34910,800,39488,2512,2544,2072,2936,1876,11198,1282,12876
rt-10.79_mz-361.1506,4764,1108,5420,1378,726,9772,500,9482,5286,3790,3426,3502,11516,11726,11786,8202,71552,68818,76590,66818,652,18550,974,19028,1636,1240,1000,2112,1354,6334,712,8072
rt-10.81_mz-723.30829,0,0,0,0,0,0,0,0,78,830,136,666,0,0,0,0,0,0,0,0,0,0,0,0,822,1380,1454,1518,0,0,0,0
rt-10.82_mz-436.25423,1096,254,1270,252,170,2216,64,2212,1268,574,570,770,3342,2040,3346,1034,1992,2458,2330,1898,118,5050,154,5772,1072,954,652,958,438,2776,182,3260
rt-10.83_mz-285.13321,8062,2324,8008,1708,1660,17982,1006,13194,7436,7648,6058,6746,17308,18336,16400,8184,162618,163148,176502,153036,1670,30080,1818,32320,3892,4028,4268,4864,3068,11670,1846,12088
rt-10.83_mz-603.29925,0,0,0,0,0,0,0,0,378,924,556,706,0,0,0,0,0,0,0,0,0,0,0,0,1182,1338,1002,1332,0,0,0,0
rt-10.87_mz-441.2096,5008,960,5826,1158,864,12186,418,10438,3080,3708,2558,3230,17214,11596,17966,6146,8606,12492,1044,10280,648,18964,1104,18654,4650,4620,4680,4444,2546,10008,912,10848
rt-10.93_mz-311.22264,382,522,266,346,1108,624,622,500,908,910,590,524,1088,1140,1274,368,730,1692,1718,430,160,520,176,778,1108,2648,648,1956,246,312,102,360
rt-11.02_mz-309.20712,234,192,280,102,4128,2000,1122,1812,2636,3588,2086,2434,324,478,388,136,10064,7934,6278,4720,166,1852,248,1922,4056,9240,3844,7890,130,448,280,476
rt-11.38_mz-681.29758,1198,1748,906,1126,682,2254,642,1432,8796,44982,6078,32230,978,1806,830,858,20474,19728,21668,15498,480,3472,430,3794,352820,368930,291310,371224,932,2442,406,2606
rt-11.39_mz-401.21696,9232,1674,9386,2016,1312,24368,698,23438,8682,6464,5464,4978,40428,27142,37186,11696,223814,274888,307564,207728,1560,54860,1276,64598,6188,7430,5024,7562,2912,22136,1778,22944
rt-11.4_mz-441.20951,7472,1406,6464,1610,1006,16238,800,14778,7328,5504,4330,4436,27526,18758,23668,8580,49674,53332,132374,46700,984,32438,1114,34080,4380,4992,3466,2964,2642,13254,1152,14894
rt-11.62_mz-211.0965,2196,210,1982,380,854,2816,758,2228,1722,2676,1024,1512,38434,39260,39872,18980,45296,48596,49660,33244,1524,7492,1592,7040,12678,16594,12362,16528,4498,2088,1924,2220
rt-11.62_mz-227.09257,948,296,724,228,354,1208,392,974,1000,702,674,680,35182,39340,35230,16556,48826,48988,56558,35132,554,4244,792,5318,884,1660,614,1386,1702,1288,662,1238
rt-11.62_mz-313.16457,8960,1060,7512,1470,4474,13726,2182,11508,5678,4874,4540,4602,137500,153424,145784,75972,249800,226184,251798,177974,5020,35814,5706,36676,6716,7476,5938,6350,18452,9706,7988,8692
rt-11.64_mz-477.23407,1518,262,974,288,570,274,348,428,518,356,348,422,49504,51944,51622,26614,392,754,1144,424,1292,704,1254,614,554,672,558,642,3384,942,1400,1264
rt-11.65_mz-455.22516,16030,1484,13966,1172,8778,3940,5050,2994,5074,6204,3998,5414,66786,70152,70858,64466,1394,3544,5008,1484,11920,5592,11592,6118,7982,7344,4640,8288,32520,13760,14154,13120
rt-11.65_mz-533.2966,0,0,0,0,0,0,0,0,0,0,0,0,2278,3098,2072,636,564,398,266,188,0,0,0,0,0,0,0,0,0,0,0,0
rt-11.6_mz-436.2542,2970,880,3008,1020,464,9324,276,7464,4122,3126,3628,3082,13168,8076,12762,3740,179884,176400,190380,140088,520,23250,492,26500,3206,3738,2958,4186,1244,5612,788,6496
rt-11.92_mz-311.22285,530,368,512,456,4136,2034,2420,1388,4326,4312,3554,3312,858,866,730,266,2368,3148,2028,1000,626,1728,876,674,1666,2420,1268,1962,1206,656,438,872
rt-11.98_mz-325.16907,1156,1738,898,1562,2654,1828,1278,1366,696,888,640,642,332,462,388,202,1268,1274,1434,1684,450,536,562,484,318,440,196,512,620,398,330,390
rt-12.16_mz-147.06634,834,108,926,178,594,238,392,180,472,346,402,452,25186,26466,23182,14148,702,744,1226,584,1036,348,750,370,516,476,528,542,2344,1004,1186,1008
rt-12.16_mz-227.09253,4896,464,4004,526,3514,1530,1698,1436,1914,1870,1402,1360,114430,117242,115452,67438,2324,4456,5688,1874,4266,1456,3834,2200,2142,2408,1726,2796,11760,3858,4958,3998
rt-12.16_mz-375.16629,2002,218,1916,166,1094,476,748,578,778,742,462,708,37842,38268,35566,23808,1128,1724,2148,748,1762,616,1550,862,1026,1010,764,966,4872,1516,2434,1630
rt-12.16_mz-415.23259,29132,2582,30616,2610,18192,8578,9928,5436,10630,10042,7028,8376,480174,473714,451370,255020,25640,33274,36598,15556,23068,10882,24748,10674,11808,13860,9652,15594,67722,24928,32642,24338
rt-12.16_mz-455.22516,17536,1752,16906,2296,10344,4508,6716,3402,5720,6112,4826,5752,53342,52910,53112,52010,16274,20954,21950,11546,12182,6520,13942,7330,7520,7942,5714,8738,31720,14376,17842,14332
rt-12.16_mz-477.23412,6656,482,5572,716,4206,1506,2100,1264,2282,2726,1692,2006,126520,126174,126904,78192,2470,4230,5582,2474,5278,2154,4390,2546,3180,3136,2224,3190,15538,5450,7108,5662
rt-12.17_mz-295.15384,880,282,1086,252,794,368,454,250,406,622,328,910,17216,18134,16220,8906,484,724,1006,512,914,540,762,462,6024,6992,4802,7714,1866,938,1438,952
rt-12.17_mz-329.16065,716,104,1078,70,738,360,412,278,416,464,344,410,21592,22782,17644,12758,684,1218,936,428,1228,342,890,440,636,768,402,718,2550,848,1306,724
rt-12.17_mz-431.2285,1418,228,1052,180,1064,484,542,392,782,544,450,246,27570,32074,29866,16272,1096,1944,1636,976,1262,768,1092,668,690,808,392,840,3292,1246,1162,1490
rt-12.26_mz-531.15376,366,192,404,96,560,112,118,190,350,264,136,164,5298,6212,5264,3602,626,492,628,554,138,344,82,586,388,182,84,106,1034,574,554,524
rt-12.38_mz-101.06086,918,226,944,248,1138,430,476,534,1292,872,564,966,111196,166070,119290,60742,3672,4060,5232,1954,736,924,654,770,1356,1688,920,1564,2722,1186,1656,1076
rt-12.38_mz-431.22869,498,130,754,204,582,516,494,284,840,764,716,702,50282,69006,55598,33670,2974,3472,3648,1792,846,674,578,1052,920,1104,938,1034,3290,1098,1026,748
rt-12.38_mz-450.26972,3870,648,4020,616,4508,1484,2696,1034,8440,8418,5642,5812,135316,164098,140996,84856,13046,16458,15854,8540,3286,2750,2862,3364,5532,6684,4078,5572,13226,4776,5212,4472
rt-12.47_mz-293.21235,734,1030,828,670,4826,3970,2560,1798,2332,1916,1742,1686,362,910,214,494,292,936,478,208,664,2124,660,1726,1038,1526,892,1072,1052,800,320,596
rt-12.47_mz-369.19537,522,998,498,1222,1284,1240,1008,754,556,496,324,244,142,276,174,124,952,772,912,828,346,368,306,296,246,194,208,420,486,276,154,180
rt-12.4_mz-317.19636,0,0,0,0,0,0,0,0,1574,2160,1306,2332,0,0,0,0,0,0,0,0,0,0,0,0,6386,8170,5482,8348,0,0,0,0
rt-12.86_mz-795.27494,0,0,0,0,0,0,0,0,482,594,402,708,0,0,0,0,0,0,0,0,0,0,0,0,4136,4224,2392,3380,0,0,0,0
rt-12.95_mz-709.3654,0,0,0,0,0,0,0,0,1964,2686,1434,2252,0,0,0,0,0,0,0,0,0,0,0,0,2932,4348,2282,3522,0,0,0,0
rt-13.09_mz-429.24848,1792,324,2366,384,150,7002,178,4318,678,636,436,500,7074,7340,7040,2798,9716,7296,10754,7838,114,14560,432,15812,514,226,296,384,868,7530,422,5642
rt-2.04_mz-284.0991,1200,1094,1094,820,1142,2962,682,1864,1398,1946,1214,1390,596,1888,404,982,4034,1730,2292,2958,656,932,280,436,2758,13352,2880,5776,548,640,630,648
rt-2.17_mz-323.0287,1882,1864,1420,1388,216,656,120,466,544,270,562,406,616,544,628,538,298,332,318,294,242,234,298,282,302,446,468,662,248,128,330,266
rt-2.17_mz-371.14474,0,0,0,0,0,0,0,0,1174,860,752,172,0,0,0,0,0,0,0,0,0,0,0,0,1550,1724,908,524,0,0,0,0
rt-2.21_mz-147.04513,4834,1856,3328,806,7570,5214,7778,2916,6734,6442,6412,4584,2062,2124,1788,1948,1850,1160,1098,1610,732,678,554,254,5630,9954,5220,9394,456,818,298,574
rt-2.22_mz-511.0887,7752,3518,6030,2754,7152,6458,7780,4872,7464,6612,6120,5336,4302,4368,3208,2654,2504,2462,2210,1780,1152,962,996,880,6216,6172,6206,6752,1024,2134,374,916
rt-2.22_mz-91.05422,5216,1444,2268,770,8796,4018,8676,2486,6626,8462,6972,6090,1378,2294,1116,770,1344,504,1130,932,184,574,152,254,6466,13428,4620,9140,250,424,144,358
rt-2.24_mz-173.00926,204,214,1220,584,554,350,1502,610,522,686,1908,1382,368,356,504,808,284,332,526,470,278,150,214,334,698,638,1522,4390,222,164,216,298
rt-2.35_mz-231.17026,550,718,330,532,2608,1484,1750,1040,25572,22932,20240,16316,718,4164,590,2114,970,1114,800,870,710,656,428,644,16060,45964,16250,34934,580,674,286,250
rt-2.41_mz-309.11914,492,490,384,348,776,446,598,448,9990,9386,8350,7330,536,2158,574,1536,1530,568,636,1184,426,882,212,712,18802,15810,12092,11924,262,488,226,136
rt-2.44_mz-247.12875,3842,3552,2580,2300,6582,2406,4174,1876,36834,42892,33202,33008,1564,6092,1552,2742,1996,2672,2472,1712,1042,1906,592,1142,15960,36794,14598,21018,742,694,526,678
rt-2.47_mz-283.06844,6138,3128,3580,2488,1758,1584,1486,984,1856,1818,1266,1442,1610,1700,1182,1120,720,1418,820,486,286,656,412,380,3512,4160,1802,1284,342,498,210,128
rt-2.47_mz-301.09285,0,0,0,0,0,0,0,0,1200,1082,1370,796,0,0,0,0,0,0,0,0,0,0,0,0,610,784,710,418,0,0,0,0
rt-2.66_mz-295.10361,932,1348,582,640,408,520,510,198,4950,4096,5000,3512,862,216,522,212,1042,446,738,494,144,1108,206,554,4576,4132,4034,2264,266,342,202,280
rt-2.67_mz-514.28723,0,0,0,0,0,0,0,0,1732,2172,1416,1602,0,0,0,0,0,0,0,0,0,0,0,0,686,1772,490,1130,0,0,0,0
rt-2.72_mz-231.17031,1596,1454,854,870,6800,3896,5822,2308,68386,60746,56602,54226,2014,15596,1368,9044,2720,2578,2142,1934,348,946,512,682,65198,110962,48938,85908,646,532,274,416
rt-2.75_mz-88.98822,1002,766,736,508,2488,1184,1456,666,5962,6120,3028,2908,1212,2350,766,1010,3022,1630,1488,1330,1456,852,686,630,9828,11162,2242,5656,1174,528,600,596
rt-2.76_mz-299.07739,846,846,560,818,2736,2212,2420,1302,5120,4078,4456,3420,3606,3996,2868,2396,2158,3494,3006,1528,5062,2698,3568,1510,1508,1258,1230,626,3960,2706,2210,1884
rt-2.77_mz-137.02439,844,978,688,516,2068,2170,2256,902,4942,2890,3580,2066,2074,3620,1932,1760,1986,2714,2938,1192,3640,2304,2994,150,1294,666,1136,378,2646,2298,1614,1668
rt-2.77_mz-139.03888,544,632,322,444,1976,824,1212,572,2394,1860,2250,1486,1296,1570,962,874,798,1628,1162,948,2498,1366,1478,722,798,394,550,488,1974,1076,794,910
rt-2.77_mz-231.07644,1650,2340,1480,1042,1158,552,866,534,4908,3900,2996,2976,7596,5084,5030,2326,1398,4244,3576,722,1552,866,754,394,3338,3308,2742,2172,2032,984,496,604
rt-2.77_mz-434.12932,0,0,0,0,0,0,0,0,540,574,504,436,0,0,0,0,0,0,0,0,0,0,0,0,2474,1820,1558,1002,0,0,0,0
rt-2.7_mz-350.14467,628,578,460,734,632,510,588,178,5420,5150,5002,4182,918,1682,484,1188,3938,2464,2524,2982,162,614,80,168,4026,3544,3272,2588,0,0,0,0
rt-2.7_mz-435.10379,0,0,0,0,0,0,0,0,2680,2152,1492,1078,0,0,0,0,0,0,0,0,0,0,0,0,2646,3642,636,1430,0,0,0,0
rt-2.95_mz-116.05054,840,588,492,562,6010,3424,4904,2430,16462,11220,12438,9802,1558,2384,1316,1556,1056,890,1178,1138,682,842,540,876,15556,13130,12476,10978,556,710,406,562
rt-2.95_mz-118.06496,1074,1110,1242,1040,9294,4262,7454,3594,29592,21696,20928,15802,2376,3340,1408,2100,2358,1816,1924,1992,840,1804,938,1078,28992,27582,21504,22516,1118,1884,536,748
rt-2.95_mz-159.09164,1584,1820,1566,1524,14200,6134,10766,5202,29806,24284,25780,20540,3148,5350,2080,2660,2622,2348,3252,2466,1538,2464,936,1608,31608,28226,24468,27022,1892,1676,468,1088
rt-2.95_mz-203.08267,5102,3232,3736,2226,46482,21786,37210,15620,140396,95194,118432,78500,10510,15894,9088,10396,8458,7296,7568,7396,3948,7234,3602,3356,145204,121248,122914,117880,2998,4198,1372,3920
rt-2.95_mz-205.09713,21376,15942,18314,14796,138500,73772,115426,52628,352644,290346,315626,235018,37294,58140,33742,34578,45526,35294,39560,34744,16580,29068,11366,19100,377752,348660,303630,299972,15278,20712,6624,14656
rt-2.97_mz-220.11796,2798,3298,1914,3004,14628,9966,12788,6322,8082,7380,7286,6982,932,2146,530,1114,6458,4076,2870,4672,710,2156,630,990,8138,7650,6142,6322,772,808,380,456
rt-2.97_mz-431.19277,0,0,0,0,0,0,0,0,1038,1218,848,802,0,0,0,0,0,0,0,0,0,0,0,0,1532,1354,880,886,0,0,0,0
rt-3.01_mz-246.17017,544,1206,648,1314,620,304,636,312,768,810,504,698,352,318,394,230,876,1826,2460,1140,304,478,424,362,808,712,552,476,520,482,324,580
rt-3.05_mz-109.02942,2046,11738,1926,10540,84,166,226,194,2618,1846,2732,1670,2894,2054,3656,2592,170,324,316,314,664,160,592,354,1466,1040,1616,1766,894,224,338,326
rt-3.09_mz-279.10786,206,318,128,142,838,472,872,324,15374,15774,14450,13114,98,378,102,448,926,830,568,1018,0,0,0,0,1642,1680,1462,1296,0,0,0,0
rt-3.11_mz-139.0026,2540,3108,1532,1784,3628,1618,2246,1158,11422,9918,10338,10112,2450,5052,2244,2954,6208,4118,5452,4308,1798,2812,1676,2176,14774,13566,15212,12956,1738,1632,1180,1388
rt-3.11_mz-209.0304,394,116,736,206,0,0,0,0,736,848,804,526,0,0,0,0,662,90,380,146,0,0,0,0,6902,14032,6412,12074,0,0,0,0
rt-3.12_mz-129.01915,3568,3696,2652,2998,5402,2694,4346,2338,15606,14074,17492,12916,3840,7222,3370,4372,8362,5580,6114,7196,2942,3932,2934,3392,27442,25148,26860,19626,3718,2770,1466,1784
rt-3.12_mz-197.00569,894,1010,900,944,1338,616,1182,486,2222,1974,1964,2214,1126,1412,614,960,2258,1694,1630,1656,1230,1068,1080,1036,2880,2226,3758,2738,762,626,368,754
rt-3.12_mz-85.02968,9620,10284,7224,7866,14826,6706,11632,4534,51006,41694,53816,34050,10464,15956,7744,10528,20656,14952,17520,17298,8996,11446,8378,8656,70740,57986,61736,61292,9834,6274,4632,4344
rt-3.13_mz-448.19376,3208,3486,2088,3308,7166,4988,7124,3008,2510,2314,1784,1588,2352,4352,1780,1412,2714,2778,2450,1448,4870,9556,3462,5214,2176,2032,1504,1722,6436,3854,2916,2686
rt-3.22_mz-329.08791,684,1138,322,646,2860,1574,3746,1226,10772,5266,9982,4324,964,2114,868,1360,1248,2438,1852,736,1752,1400,916,1226,3528,2138,3038,1404,1476,1378,876,992
rt-3.23_mz-353.08482,336,384,252,482,974,948,1210,638,1896,818,1652,1162,732,978,422,532,794,1400,912,578,1174,732,728,904,976,550,902,552,1130,1176,264,532
rt-3.28_mz-771.42481,0,0,0,0,0,0,0,0,1004,1044,1014,622,0,0,0,0,0,0,0,0,0,0,0,0,1198,1742,686,714,0,0,0,0
rt-3.32_mz-88.98816,590,738,446,534,1012,1550,1162,758,3570,3340,1784,2188,870,788,438,832,2698,1668,1346,1780,432,504,596,550,7186,5392,2008,2038,522,500,490,518
rt-3.42_mz-245.18599,1306,1802,1108,1902,5378,2942,3722,2260,57872,54016,47234,41900,2396,14370,1342,7376,2816,2666,2394,2120,638,1160,442,1146,51616,112828,38744,90270,790,830,362,582
rt-3.45_mz-443.21516,0,0,0,0,0,0,0,0,896,1252,1060,958,0,0,0,0,0,0,0,0,0,0,0,0,1028,1914,472,1610,0,0,0,0
rt-3.55_mz-229.11809,1104,3198,858,2494,1264,658,1272,586,1750,1810,1522,1648,610,900,690,616,1984,4260,4216,1440,702,942,418,960,1722,2660,1546,2060,1364,630,876,582
rt-3.59_mz-431.21363,0,0,0,0,0,0,0,0,1166,774,1336,818,0,0,0,0,0,0,0,0,0,0,0,0,1016,2106,1110,1314,0,0,0,0
rt-3.64_mz-163.04021,2148,2216,1654,2032,2192,856,1554,866,22920,21782,15894,16324,490,450,492,366,348,686,410,210,918,722,506,446,1312,1096,1060,1198,512,422,434,240
rt-3.64_mz-245.18603,2288,1890,1008,1114,5086,2628,3666,1976,42528,37372,31090,26072,2706,13054,1810,7828,2782,1972,2728,1824,492,1134,426,714,42986,82160,32880,73262,488,528,268,304
rt-3.64_mz-325.09325,3160,4388,2706,3518,2608,1336,1764,1088,26150,28348,24000,24576,728,550,866,520,302,1032,904,192,1302,986,980,784,1482,1100,1342,1148,1022,300,472,574
rt-3.65_mz-723.17769,0,0,0,0,0,0,0,0,5270,4842,4664,3908,328,784,288,538,0,0,0,0,0,0,0,0,754,562,624,446,0,0,0,0
rt-3.69_mz-215.14035,0,0,0,0,0,0,0,0,302,622,508,208,0,0,0,0,0,0,0,0,0,0,0,0,3772,4926,2256,3036,0,0,0,0
rt-3.6_mz-88.98807,862,798,568,678,1230,762,962,410,7804,7036,3660,5120,700,1066,536,562,742,844,864,804,616,774,458,458,10696,8144,2820,3976,634,568,482,436
rt-3.86_mz-587.2558,0,0,0,0,0,0,0,0,4738,4182,3328,2974,0,0,0,0,4734,1204,1634,4132,0,0,0,0,0,0,0,0,0,0,0,0
rt-3.87_mz-265.14347,2232,3008,996,2228,1386,1056,818,720,37452,39826,32100,35240,1478,8282,1326,3620,3160,2682,2544,1732,520,6264,266,3850,26748,27458,24310,20270,460,440,450,324
rt-3.88_mz-344.07673,0,0,0,0,0,0,0,0,984,2188,1290,1432,932,1234,392,808,560,752,304,518,0,0,0,0,3632,1870,1722,1092,0,0,0,0
rt-3.89_mz-343.10345,3084,2256,1298,1454,12598,9380,11530,5064,74442,55522,65866,46232,11058,12334,8302,8332,9864,15054,14576,6906,2512,7312,2216,4418,34346,21844,28344,17956,3890,3642,1618,2096
rt-3.89_mz-360.07251,0,0,0,0,0,0,0,0,1160,1350,1004,1206,702,1506,482,852,586,798,250,300,0,0,0,0,2458,1438,1890,1210,0,0,0,0
rt-3.8_mz-295.129,5696,2180,2914,1984,1834,1010,2432,436,9576,6142,8458,4366,1104,1214,660,614,1332,2348,2496,942,400,1604,216,1220,6832,7906,3762,4592,384,528,224,338
rt-3.92_mz-231.1132,0,0,0,0,0,0,0,0,3882,1786,3180,1500,0,0,0,0,0,0,0,0,0,0,0,0,1868,1644,1844,1574,0,0,0,0
rt-3.94_mz-242.0094,0,0,0,0,0,0,0,0,1138,1994,402,586,0,0,0,0,0,0,0,0,0,0,0,0,1928,1724,378,334,0,0,0,0
rt-3.96_mz-181.04955,1046,1394,504,930,1436,1508,1638,932,14686,14020,7446,11934,9220,4420,7062,3310,420,1052,952,442,854,938,478,472,2952,2838,2606,2768,844,662,554,458
rt-3.96_mz-341.0879,2514,3578,1744,2262,3860,3430,4136,1902,40404,38586,34642,33856,24256,12398,16632,8454,1800,3406,3450,888,1402,1516,1152,854,8388,9094,6730,8266,2168,812,1298,1094
rt-3.97_mz-177.05471,772,1218,452,658,1236,678,860,568,4886,3594,3004,2806,274,254,214,272,406,550,548,262,762,532,454,462,2342,1784,934,1286,542,472,362,226
rt-3.98_mz-371.06199,940,400,660,544,0,0,0,0,2552,1870,1738,798,0,0,0,0,640,132,96,212,0,0,0,0,27802,24800,18532,17438,0,0,0,0
rt-3.9_mz-123.04392,440,520,438,500,2724,1728,2062,1248,16622,10496,14338,8566,2286,2606,1496,1092,2020,3864,3282,1374,694,1426,466,926,6270,4490,5752,4076,754,960,858,832
rt-3.9_mz-183.06516,926,532,388,540,4340,2444,2668,2030,14260,8940,11892,7608,2192,2442,1830,954,2384,3004,3488,1474,1072,1352,330,1164,5390,3974,4178,3368,840,958,558,576
rt-4.01_mz-275.13929,0,0,0,0,0,0,0,0,3152,1070,916,1178,0,0,0,0,0,0,0,0,0,0,0,0,3198,3386,3388,1750,0,0,0,0
rt-4.03_mz-349.08933,3280,4492,3256,3900,5074,3090,3634,3496,10204,12290,10660,11788,3096,3916,2496,2578,1556,2074,2840,1084,3436,4336,2126,3916,6582,7654,6654,7116,2198,1896,1318,1110
rt-4.04_mz-147.04409,4948,6400,3994,4174,8430,4662,7154,3324,58604,59778,50578,51742,3780,6732,2998,3458,1364,3102,2710,960,5050,5506,2526,3534,19752,28582,19992,24954,1996,1692,778,1136
